"Town","FIPS","Year","Measure Type","Variable","Value"
"Bozrah","0901106820","2003","Number","Total",0
"Branford","0900907310","2003","Number","Total",16
"Bridgeport","0900108070","2003","Number","Total",862
"Bridgewater","0900508210","2003","Number","Total",0
"Bristol","0900308490","2003","Number","Total",65
"Brookfield","0900108980","2003","Number","Total",25
"Brooklyn","0901509190","2003","Number","Total",1
"Burlington","0900310100","2003","Number","Total",0
"Canaan","0900510940","2003","Number","Total",0
"Canterbury","0901512130","2003","Number","Total",0
"Canton","0900312270","2003","Number","Total",4
"Chaplin","0901513810","2003","Number","Total",0
"Cheshire","0900914160","2003","Number","Total",6
"Chester","0900714300","2003","Number","Total",0
"Clinton","0900715350","2003","Number","Total",9
"Colchester","0901115910","2003","Number","Total",4
"Colebrook","0900516050","2003","Number","Total",0
"Columbia","0901316400","2003","Number","Total",0
"Connecticut","09","2003","Number","Total",5360
"Cornwall","0900517240","2003","Number","Total",0
"Coventry","0901317800","2003","Number","Total",4
"Cromwell","0900718080","2003","Number","Total",4
"Danbury","0900118500","2003","Number","Total",46
"Darien","0900118850","2003","Number","Total",5
"Deep River","0900719130","2003","Number","Total",3
"Derby","0900919550","2003","Number","Total",1
"Durham","0900720810","2003","Number","Total",2
"East Granby","0900322070","2003","Number","Total",1
"East Haddam","0900722280","2003","Number","Total",2
"East Hampton","0900722490","2003","Number","Total",7
"East Hartford","0900322630","2003","Number","Total",87
"East Haven","0900922910","2003","Number","Total",20
"East Lyme","0901123400","2003","Number","Total",12
"East Windsor","0900324800","2003","Number","Total",6
"Eastford","0901521860","2003","Number","Total",0
"Easton","0900123890","2003","Number","Total",0
"Ellington","0901325360","2003","Number","Total",3
"Enfield","0900325990","2003","Number","Total",28
"Essex","0900726270","2003","Number","Total",2
"Fairfield","0900126620","2003","Number","Total",22
"Farmington","0900327600","2003","Number","Total",3
"Franklin","0901129910","2003","Number","Total",0
"Glastonbury","0900331240","2003","Number","Total",1
"Goshen","0900532290","2003","Number","Total",0
"Granby","0900332640","2003","Number","Total",3
"Greenwich","0900133620","2003","Number","Total",25
"Griswold","0901133900","2003","Number","Total",3
"Groton","0901134250","2003","Number","Total",36
"Guilford","0900934950","2003","Number","Total",23
"Haddam","0900735230","2003","Number","Total",2
"Hamden","0900935650","2003","Number","Total",15
"Hampton","0901536000","2003","Number","Total",0
"Hartford","0900337070","2003","Number","Total",679
"Hartland","0900337140","2003","Number","Total",0
"Harwinton","0900537280","2003","Number","Total",2
"Hebron","0901337910","2003","Number","Total",3
"Kent","0900540290","2003","Number","Total",0
"Killingly","0901540500","2003","Number","Total",11
"Killingworth","0900740710","2003","Number","Total",1
"Lebanon","0901142390","2003","Number","Total",0
"Ledyard","0901142600","2003","Number","Total",7
"Lisbon","0901143230","2003","Number","Total",0
"Litchfield","0900543370","2003","Number","Total",5
"Lyme","0901144210","2003","Number","Total",0
"Madison","0900944560","2003","Number","Total",1
"Manchester","0900344700","2003","Number","Total",513
"Mansfield","0901344910","2003","Number","Total",6
"Marlborough","0900345820","2003","Number","Total",0
"Meriden","0900946520","2003","Number","Total",57
"Middlebury","0900946940","2003","Number","Total",0
"Middlefield","0900747080","2003","Number","Total",0
"Middletown","0900747360","2003","Number","Total",26
"Milford","0900947535","2003","Number","Total",23
"Monroe","0900148620","2003","Number","Total",2
"Montville","0901148900","2003","Number","Total",14
"Morris","0900549460","2003","Number","Total",0
"Naugatuck","0900949950","2003","Number","Total",20
"New Britain","0900350440","2003","Number","Total",145
"New Canaan","0900150580","2003","Number","Total",4
"New Fairfield","0900150860","2003","Number","Total",2
"New Hartford","0900551350","2003","Number","Total",0
"New Haven","0900952070","2003","Number","Total",927
"New London","0901152350","2003","Number","Total",99
"New Milford","0900552630","2003","Number","Total",4
"Newington","0900352140","2003","Number","Total",8
"Newtown","0900152980","2003","Number","Total",3
"Norfolk","0900553470","2003","Number","Total",1
"North Branford","0900953890","2003","Number","Total",2
"North Canaan","0900554030","2003","Number","Total",0
"North Haven","0900954870","2003","Number","Total",3
"North Stonington","0901155500","2003","Number","Total",1
"Norwalk","0900156060","2003","Number","Total",184
"Norwich","0901156270","2003","Number","Total",80
"Old Lyme","0901157040","2003","Number","Total",0
"Old Saybrook","0900757320","2003","Number","Total",2
"Orange","0900957600","2003","Number","Total",1
"Oxford","0900958300","2003","Number","Total",6
"Plainfield","0901559980","2003","Number","Total",31
"Plainville","0900360120","2003","Number","Total",9
"Plymouth","0900560750","2003","Number","Total",8
"Pomfret","0901561030","2003","Number","Total",1
"Portland","0900761800","2003","Number","Total",7
"Preston","0901162150","2003","Number","Total",1
"Prospect","0900962290","2003","Number","Total",1
"Putnam","0901562710","2003","Number","Total",3
"Redding","0900163480","2003","Number","Total",2
"Ridgefield","0900163970","2003","Number","Total",0
"Rocky Hill","0900365370","2003","Number","Total",24
"Roxbury","0900565930","2003","Number","Total",0
"Salem","0901166210","2003","Number","Total",0
"Salisbury","0900566420","2003","Number","Total",0
"Scotland","0901567400","2003","Number","Total",0
"Seymour","0900967610","2003","Number","Total",32
"Sharon","0900567960","2003","Number","Total",0
"Shelton","0900168170","2003","Number","Total",11
"Sherman","0900168310","2003","Number","Total",0
"Simsbury","0900368940","2003","Number","Total",2
"Somers","0901369220","2003","Number","Total",7
"South Windsor","0900371390","2003","Number","Total",8
"Southbury","0900969640","2003","Number","Total",9
"Southington","0900370550","2003","Number","Total",25
"Sprague","0901171670","2003","Number","Total",0
"Stafford","0901372090","2003","Number","Total",2
"Stamford","0900173070","2003","Number","Total",123
"Sterling","0901573420","2003","Number","Total",2
"Stonington","0901173770","2003","Number","Total",3
"Stratford","0900174190","2003","Number","Total",31
"Suffield","0900374540","2003","Number","Total",5
"Thomaston","0900575730","2003","Number","Total",1
"Thompson","0901575870","2003","Number","Total",3
"Tolland","0901376290","2003","Number","Total",2
"Torrington","0900576570","2003","Number","Total",122
"Trumbull","0900177200","2003","Number","Total",5
"Union","0901377830","2003","Number","Total",0
"Vernon","0901378250","2003","Number","Total",20
"Voluntown","0901178600","2003","Number","Total",1
"Wallingford","0900978740","2003","Number","Total",17
"Warren","0900579510","2003","Number","Total",1
"Washington","0900579720","2003","Number","Total",2
"Waterbury","0900980070","2003","Number","Total",192
"Waterford","0901180280","2003","Number","Total",34
"Watertown","0900580490","2003","Number","Total",6
"West Hartford","0900382590","2003","Number","Total",35
"West Haven","0900982870","2003","Number","Total",76
"Westbrook","0900781680","2003","Number","Total",2
"Weston","0900183430","2003","Number","Total",3
"Westport","0900183500","2003","Number","Total",8
"Wethersfield","0900384900","2003","Number","Total",19
"Willington","0901385950","2003","Number","Total",0
"Wilton","0900186370","2003","Number","Total",0
"Winchester","0900586440","2003","Number","Total",8
"Windham","0901586790","2003","Number","Total",5
"Windsor","0900387000","2003","Number","Total",22
"Windsor Locks","0900387070","2003","Number","Total",2
"Wolcott","0900987560","2003","Number","Total",0
"Woodbridge","0900987700","2003","Number","Total",0
"Woodbury","0900587910","2003","Number","Total",0
"Woodstock","0901588190","2003","Number","Total",2
"Andover","0901301080","2004","Number","Total",0
"Ansonia","0900901220","2004","Number","Total",12
"Ashford","0901501430","2004","Number","Total",1
"Avon","0900302060","2004","Number","Total",2
"Barkhamsted","0900502760","2004","Number","Total",3
"Beacon Falls","0900903250","2004","Number","Total",1
"Berlin","0900304300","2004","Number","Total",6
"Bethany","0900904580","2004","Number","Total",3
"Bethel","0900104720","2004","Number","Total",4
"Bethlehem","0900504930","2004","Number","Total",0
"Bloomfield","0900305910","2004","Number","Total",16
"Bolton","0901306260","2004","Number","Total",0
"Bozrah","0901106820","2004","Number","Total",0
"Branford","0900907310","2004","Number","Total",13
"Bridgeport","0900108070","2004","Number","Total",805
"Bridgewater","0900508210","2004","Number","Total",0
"Bristol","0900308490","2004","Number","Total",68
"Brookfield","0900108980","2004","Number","Total",18
"Brooklyn","0901509190","2004","Number","Total",3
"Burlington","0900310100","2004","Number","Total",1
"Canaan","0900510940","2004","Number","Total",0
"Canterbury","0901512130","2004","Number","Total",0
"Canton","0900312270","2004","Number","Total",2
"Chaplin","0901513810","2004","Number","Total",1
"Cheshire","0900914160","2004","Number","Total",2
"Chester","0900714300","2004","Number","Total",1
"Clinton","0900715350","2004","Number","Total",11
"Colchester","0901115910","2004","Number","Total",5
"Colebrook","0900516050","2004","Number","Total",0
"Columbia","0901316400","2004","Number","Total",1
"Connecticut","09","2004","Number","Total",5137
"Cornwall","0900517240","2004","Number","Total",1
"Coventry","0901317800","2004","Number","Total",2
"Cromwell","0900718080","2004","Number","Total",4
"Danbury","0900118500","2004","Number","Total",63
"Darien","0900118850","2004","Number","Total",1
"Deep River","0900719130","2004","Number","Total",2
"Derby","0900919550","2004","Number","Total",12
"Durham","0900720810","2004","Number","Total",2
"East Granby","0900322070","2004","Number","Total",2
"East Haddam","0900722280","2004","Number","Total",0
"East Hampton","0900722490","2004","Number","Total",2
"East Hartford","0900322630","2004","Number","Total",97
"East Haven","0900922910","2004","Number","Total",2
"East Lyme","0901123400","2004","Number","Total",7
"East Windsor","0900324800","2004","Number","Total",7
"Eastford","0901521860","2004","Number","Total",0
"Easton","0900123890","2004","Number","Total",0
"Ellington","0901325360","2004","Number","Total",2
"Enfield","0900325990","2004","Number","Total",32
"Essex","0900726270","2004","Number","Total",5
"Fairfield","0900126620","2004","Number","Total",22
"Farmington","0900327600","2004","Number","Total",7
"Franklin","0901129910","2004","Number","Total",0
"Glastonbury","0900331240","2004","Number","Total",7
"Goshen","0900532290","2004","Number","Total",0
"Granby","0900332640","2004","Number","Total",6
"Greenwich","0900133620","2004","Number","Total",13
"Griswold","0901133900","2004","Number","Total",4
"Groton","0901134250","2004","Number","Total",24
"Guilford","0900934950","2004","Number","Total",19
"Haddam","0900735230","2004","Number","Total",3
"Hamden","0900935650","2004","Number","Total",9
"Hampton","0901536000","2004","Number","Total",1
"Hartford","0900337070","2004","Number","Total",554
"Hartland","0900337140","2004","Number","Total",1
"Harwinton","0900537280","2004","Number","Total",0
"Hebron","0901337910","2004","Number","Total",2
"Kent","0900540290","2004","Number","Total",1
"Killingly","0901540500","2004","Number","Total",16
"Killingworth","0900740710","2004","Number","Total",2
"Lebanon","0901142390","2004","Number","Total",1
"Ledyard","0901142600","2004","Number","Total",5
"Lisbon","0901143230","2004","Number","Total",2
"Litchfield","0900543370","2004","Number","Total",0
"Lyme","0901144210","2004","Number","Total",0
"Madison","0900944560","2004","Number","Total",5
"Manchester","0900344700","2004","Number","Total",174
"Mansfield","0901344910","2004","Number","Total",8
"Marlborough","0900345820","2004","Number","Total",0
"Meriden","0900946520","2004","Number","Total",70
"Middlebury","0900946940","2004","Number","Total",0
"Middlefield","0900747080","2004","Number","Total",0
"Middletown","0900747360","2004","Number","Total",22
